URL,Artist,Album,Date
http://pitchfork.com/news/35541-jay-z-declares-the-death-of-auto-tune/,"Jay-Z Declares the ""Death of Auto-Tune""",Tom Breihan,08.06.2009
http://pitchfork.com/news/35542-evan-dando-sues-general-motors/,Evan Dando Sues General Motors,Ryan Dombal,08.06.2009
http://pitchfork.com/news/35543-yeasayer-to-tour-this-summer/,Yeasayer to Tour This Summer,Tom Breihan,08.06.2009
http://pitchfork.com/news/35544-news-in-brief-fever-ray-stardeath-and-white-dwarfs-sage-francis-the-afghan-whigs/,"News in Brief: Fever Ray, Stardeath and White Dwarfs, Sage Francis, The Afghan Whigs",Ryan Dombal,08.06.2009
http://pitchfork.com/news/35545-news-in-brief-hugh-hopper-the-portland-cello-project-rhymesayers-sonar-festival/,"News in Brief: Hugh Hopper, the Portland Cello Project, Rhymesayers, Sónar Festival",Tom Breihan,08.06.2009
http://pitchfork.com/news/35546-tv-eye-june-8-14/,T.V. Eye: June 8-14,Tom Breihan,08.06.2009
http://pitchfork.com/news/35547-thom-yorke-to-make-solo-return/,Thom Yorke to Make Solo Return,Ryan Dombal,08.06.2009
http://pitchfork.com/news/35548-built-to-spills-doug-martsch-talks-new-lp/,Built to Spill's Doug Martsch Talks New LP,Ryan Dombal,09.06.2009
http://pitchfork.com/news/35549-health-announce-fall-tour/,HEALTH Announce Fall Tour,Amy Phillips,08.06.2009
http://pitchfork.com/news/35550-pirate-party-gains-eu-parliament-seat/,Pirate Party Gains EU Parliament Seat,Ryan Dombal,08.06.2009
http://pitchfork.com/news/35551-johnny-marr-members-of-radiohead-and-wilco-in-neil-finn-documentary/,"Johnny Marr, Members of Radiohead and Wilco in Neil Finn Documentary",Tom Breihan,08.06.2009
http://pitchfork.com/news/35552-new-release-robert-pollard-ielephant-jokesi/,New Release: Robert Pollard: Elephant Jokes,Tom Breihan,09.06.2009
http://pitchfork.com/news/35554-watch-pavements-bob-nastanovich-take-a-fan-on-a-date-w-ikea/,Watch Pavement's Bob Nastanovich Take a Fan on a Date W/ Ikea,Ryan Dombal and Amy Phillips,08.06.2009
http://pitchfork.com/news/35555-new-release-idillanthology-2-dillas-remixes-for-various-artistsi/,New Release: Dillanthology 2: Dilla's Remixes for Various Artists,Tom Breihan,09.06.2009
http://pitchfork.com/news/35556-new-release-blues-control-ilocal-flavori/,New Release: Blues Control: Local Flavor,Tom Breihan,10.06.2009
http://pitchfork.com/news/35557-pitchfork-on-abc-dirty-projectors-ibitte-orcai/,Pitchfork on ABC: Dirty Projectors' Bitte Orca,Tyler Grisham,09.06.2009
http://pitchfork.com/news/35558-le-tigre-working-with-christina-aguilera/,Le Tigre Working With Christina Aguilera,Tom Breihan,08.06.2009
http://pitchfork.com/news/35559-the-new-arctic-monkeys-album-title-is/,The New Arctic Monkeys Album Title Is...,Amy Phillips,08.06.2009
http://pitchfork.com/news/35560-radiohead-open-digital-store-sell-iin-rainbowsi-disc-2/,"Radiohead Open Digital Store, Sell In Rainbows CD 2",Tom Breihan,09.06.2009
http://pitchfork.com/news/35561-the-smashing-pumpkins-hire-a-19-year-old-drummer/,The Smashing Pumpkins Hire a 19-Year-Old Drummer,Tom Breihan,09.06.2009
http://pitchfork.com/news/35562-jack-white-working-on-solo-album/,Jack White Working on Solo Album?,Ryan Dombal,09.06.2009
http://pitchfork.com/news/35563-itouch-and-goi-zine-compiled-into-book/,Touch and Go Zine Compiled Into Book,Tom Breihan,09.06.2009
http://pitchfork.com/news/35564-echo-chamber-aesop-rock/,Echo Chamber: Aesop Rock,Tom Breihan,09.06.2009
http://pitchfork.com/news/35565-drive-by-truckers-rarities-comp-dvd-due/,"Drive-By Truckers Rarities Comp, DVD Due",Tom Breihan,09.06.2009
http://pitchfork.com/news/35566-echo-chamber-be-your-own-pet/,Echo Chamber: Be Your Own Pet,Tom Breihan,09.06.2009
http://pitchfork.com/news/35567-dave-gahan-all-better-depeche-mode-back-on-the-road/,"Dave Gahan All Better, Depeche Mode Back on the Road",Tom Breihan,09.06.2009
http://pitchfork.com/news/35568-patrick-wolf-tweets-about-arrest/,Patrick Wolf Tweets About Arrest,Tom Breihan,09.06.2009
http://pitchfork.com/news/35569-islands-nick-diamonds-spills-about-ivapoursi-his-new-album/,"Islands' Nick Diamonds Spills About Vapours, His New Album",Ryan Dombal,26.06.2009
http://pitchfork.com/news/35570-jesus-lizard-reveal-reissue-details-tour/,"Jesus Lizard Reveal Reissue Details, Tour",Tom Breihan,10.06.2009
http://pitchfork.com/news/35571-pitchforktv-seeks-full-time-shootereditor-in-brooklyn-office/,Pitchfork.tv Seeks Full-Time Shooter/Editor in Brooklyn Office,Pitchfork Staff,09.06.2009
http://pitchfork.com/news/35572-blitzen-trapper-ready-ep-tour/,"Blitzen Trapper Ready EP, Tour",Tom Breihan,10.06.2009
http://pitchfork.com/news/35573-devendra-banhart-remixes-oasis/,Devendra Banhart Remixes Oasis,Ryan Dombal,10.06.2009
http://pitchfork.com/news/35574-news-in-brief-bat-for-lashes-thrill-jockey-spinnerette-hove-festival/,"News in Brief: Bat for Lashes, Thrill Jockey, Spinnerette, Hove Festival",Tom Breihan,10.06.2009
http://pitchfork.com/news/35575-bonnaroo-gets-started-today/,Bonnaroo Gets Started Today,Tom Breihan and Amy Phillips,11.06.2009
http://pitchfork.com/news/35576-air-soundtrack-short-film/,Air Soundtrack Short Film,Ryan Dombal,10.06.2009
http://pitchfork.com/news/35577-premiere-anti-pop-consortium-capricorn-one-mp3stream/,"Premiere: Anti-Pop Consortium: ""Capricorn One"" [MP3/Stream]",Tom Breihan,10.06.2009
http://pitchfork.com/news/35578-the-raveonettes-use-twitter-as-focus-group-on-work-in-progress/,The Raveonettes Use Twitter as Focus Group on Work in Progress,Ryan Dombal,10.06.2009
http://pitchfork.com/news/35579-new-release-flying-lotus-ila-ep-3-x-3i/,New Release: Flying Lotus: L.A. EP 3 X 3,Tom Breihan,10.06.2009
http://pitchfork.com/news/35580-kanye-west-to-tour-with-lady-gaga/,Kanye West to Tour With Lady Gaga,Ryan Dombal,10.06.2009
http://pitchfork.com/news/35581-new-release-the-fiery-furnaces-the-end-is-near-single/,"New Release: The Fiery Furnaces: ""The End Is Near"" Single",Tom Breihan,10.06.2009
http://pitchfork.com/news/35582-new-release-clark-itotems-flarei/,New Release: Clark: Totems Flare,Tom Breihan,11.06.2009
http://pitchfork.com/news/35583-black-lips-jared-swilley-attacks-wavves/,Black Lips' Jared Swilley Attacks Wavves,Tom Breihan,10.06.2009
http://pitchfork.com/news/35584-new-release-brendan-benson-imy-old-familiar-friendi/,"New Release: Brendan Benson: My Old, Familiar Friend",Tom Breihan,11.06.2009
http://pitchfork.com/news/35585-new-release-felix-da-housecat-ihe-was-kingi/,New Release: Felix Da Housecat: He Was King,Tom Breihan,12.06.2009
http://pitchfork.com/news/35586-phil-spectors-mugshot-revealed/,Phil Spector's Mug Shot: AAAAHHHHH!,Tom Breihan,10.06.2009
http://pitchfork.com/news/35587-news-in-brief-the-apples-in-stereo-moma-pbs-stellastarr/,"News in Brief: The Apples In Stereo, MoMA, PBS, stellastarr*",Tom Breihan,11.06.2009
http://pitchfork.com/news/35588-new-release-blk-jks-iafter-robotsi/,New Release: BLK JKS: After Robots,Tom Breihan,12.06.2009
http://pitchfork.com/news/35589-the-slits-to-return-with-itrapped-animali/,The Slits to Return With Trapped Animal,Tom Breihan,11.06.2009
http://pitchfork.com/news/35590-trent-reznor-logs-off/,Trent Reznor Logs Off,Ryan Dombal,11.06.2009
http://pitchfork.com/news/35591-festivals-in-brief-traffic-melt-witchseason-weekender-truck/,"Festivals in Brief: Traffic, Melt!, Witchseason Weekender, Truck",Tom Breihan,12.06.2009
http://pitchfork.com/news/35592-british-thieves-rip-off-itunes-amazon-by-buying-their-own-music/,"British Thieves Rip Off Itunes, Amazon by Buying Their Own Music",Tom Breihan,11.06.2009
http://pitchfork.com/news/35593-the-cribs-gary-jarman-talks-johnny-marr-collaboration-new-album/,"The Cribs' Gary Jarman Talks Johnny Marr Collaboration, New Album",Ryan Dombal,12.06.2009
http://pitchfork.com/news/35594-video-step-inside-former-shins-drummer-jesse-sandovals-food-cart/,Video: Step Inside Former Shins Drummer Jesse Sandoval's Food Cart,Tom Breihan,11.06.2009
http://pitchfork.com/news/35595-sally-shaprio-announces-second-album/,Sally Shapiro Announces Second Album,Ryan Dombal,11.06.2009
http://pitchfork.com/news/35596-conor-oberstjim-jamesm-ward-album-finally-coming-out/,Conor Oberst/Jim James/M. Ward Album Finally Coming Out?,Ryan Dombal,11.06.2009
http://pitchfork.com/news/35597-merge-records-immortalized-with-book-dance-performance/,"Merge Records Immortalized With Book, Dance Performance",Tom Breihan,11.06.2009
http://pitchfork.com/news/35598-echo-chamber-cedric-bixler-zavala-of-the-mars-volta/,Echo Chamber: Cedric Bixler-Zavala,Tom Breihan,11.06.2009
http://pitchfork.com/news/35599-common-teams-up-with-jonas-brothers/,Common Teams Up With Jonas Brothers,Tom Breihan,11.06.2009
http://pitchfork.com/news/35600-news-in-brief-soulsavers-matthew-sweet-and-susanna-hoffs-the-howling-bells-teenbeat-takeover/,"News in Brief: Soulsavers, Matthew Sweet and Susanna Hoffs, the Howling Bells, Teenbeat Takeover",Tom Breihan,15.06.2009
http://pitchfork.com/news/35601-cat-power-to-direct-vodka-commercial/,Cat Power to Direct Vodka Commercial,Ryan Dombal,12.06.2009
http://pitchfork.com/news/35602-mount-eerie-preps-black-metal-album/,"Mount Eerie Preps ""Black Metal"" Album",Tom Breihan,12.06.2009
http://pitchfork.com/news/35603-oberstjamesward-album-confirmed/,Oberst/James/Ward Album Confirmed,Ryan Dombal,12.06.2009
http://pitchfork.com/news/35604-new-release-monotonix-iwhere-were-you-when-it-happenedi/,New Release: Monotonix: Where Were You When It Happened?,Tom Breihan,06.07.2009
http://pitchfork.com/news/35605-sigur-ros-celebrate-iagaetis-byrjunis-10th/,Sigur Rós Celebrate Agaetis Byrjun's 10th,Ryan Dombal,12.06.2009
http://pitchfork.com/news/35606-weezer-get-an-online-radio-station/,Weezer Get an Online Radio Station,Tom Breihan,12.06.2009
http://pitchfork.com/news/35607-sonic-youth-get-signature-fender-guitars/,Sonic Youth Get Signature Fender Guitars,Tom Breihan,12.06.2009
http://pitchfork.com/news/35608-2009-pitchfork-music-festival-two-day-passes-sold-out/,2009 Pitchfork Music Festival Two-Day Passes Sold Out!,Pitchfork Staff,12.06.2009
http://pitchfork.com/news/35609-news-in-brief-taco-zone-nurses-woodstock-free-press-summer-fest/,"News in Brief: Taco Zone, Nurses, Woodstock, Free Press Summer Fest",Tom Breihan,12.06.2009
http://pitchfork.com/news/35610-directors-cut-dinosaur-jrs-over-it/,"Director's Cut: Dinosaur Jr.'s ""Over It""",Ryan Dombal,15.06.2009
http://pitchfork.com/news/35611-the-warp-box-set-sure-looks-pretty/,The Warp Box Set Sure Looks Pretty,Tom Breihan,12.06.2009
http://pitchfork.com/news/35612-prefuse-73-gathers-battles-tortoise-hella-members-for-risil-collective/,"Prefuse 73 Gathers Battles, Tortoise, Hella Members for Risil Collective",Tom Breihan,16.06.2009
http://pitchfork.com/news/35613-pixies-iminotauri-box-set-revealed/,Pixies' Minotaur Box Set Revealed,Amy Phillips,15.06.2009
http://pitchfork.com/news/35614-new-order-swap-peter-hook-for-blurs-alex-james-for-new-band-bad-lieutenant/,New Order Swap Peter Hook for Blur's Alex James for New Band Bad Lieutenant,Tom Breihan,15.06.2009
http://pitchfork.com/news/35615-chris-knox-tall-dwarfs-flying-nun-recovering-from-stroke/,"Chris Knox (Tall Dwarfs, Flying Nun) Recovering From Stroke",Ryan Dombal,15.06.2009
http://pitchfork.com/news/35616-echo-chamber-colin-meloy/,Echo Chamber: Colin Meloy,Tom Breihan,15.06.2009
http://pitchfork.com/news/35617-beastie-boys-team-with-nas-for-new-song/,Beastie Boys Team With Nas for New Song,Tom Breihan,15.06.2009
http://pitchfork.com/news/35618-blur-make-live-return/,Blur Make Live Return,Ryan Dombal,15.06.2009
http://pitchfork.com/news/35619-tv-eye-june-15-21/,T.V. Eye: June 15-21,Tom Breihan,15.06.2009
http://pitchfork.com/news/35620-modest-mouse-images-collected-in-zine/,Modest Mouse Images Collected in Zine,Tom Breihan,15.06.2009
http://pitchfork.com/news/35621-sigur-ros-win-icelandic-game-show/,Sigur Rós Win Icelandic Game Show,Ryan Dombal,15.06.2009
http://pitchfork.com/news/35622-echo-chamber-grizzly-bears-ed-droste/,Echo Chamber: Grizzly Bear's Ed Droste,Ryan Dombal,15.06.2009
http://pitchfork.com/news/35623-lil-wayne-and-young-jeezy-team-for-tour/,Lil Wayne and Young Jeezy Team for Tour,Ryan Dombal,15.06.2009
http://pitchfork.com/news/35624-cat-stevens-says-he-forgives-coldplay-for-stealing-viva-la-vida-melody/,"Cat Stevens Says He Forgives Coldplay for Stealing ""Viva La Vida"" Melody",Tom Breihan,15.06.2009
http://pitchfork.com/news/35625-white-stripes-crazy-2007-canadian-tour-gets-a-documentary-film/,White Stripes' Crazy 2007 Canadian Tour Gets a Documentary Film,Tom Breihan,16.06.2009
http://pitchfork.com/news/35626-new-release-castanets-itexas-rose-the-thaw-and-the-beastsi/,"New Release: Castanets: Texas Rose, The Thaw, and The Beasts",Tom Breihan,17.06.2009
http://pitchfork.com/news/35628-video-sonic-youth-sacred-trickster/,"Video: Sonic Youth: ""Sacred Trickster""",Ryan Dombal,16.06.2009
http://pitchfork.com/news/35629-the-very-best-announce-debut-album/,The Very Best Announce Debut Album,Tom Breihan,16.06.2009
http://pitchfork.com/news/35630-jay-reatard-planned-chris-knox-collab/,Jay Reatard Planned Chris Knox Collab,Ryan Dombal,17.06.2009
http://pitchfork.com/news/35631-video-jenny-lewis-black-sand/,"Video: Jenny Lewis: ""Black Sand""",Mark Ricahrdson,16.06.2009
http://pitchfork.com/news/35632-video-beyonce-ft-kanye-west-ego/,"Video: Beyoncé [ft. Kanye West]: ""Ego""",Mark Richardson,16.06.2009
http://pitchfork.com/news/35633-echo-chamber-black-francis/,Echo Chamber: Black Francis,Tom Breihan,16.06.2009
http://pitchfork.com/news/35634-new-song-modest-mouse-autumn-beds/,"New Song: Modest Mouse: ""Autumn Beds""",,16.06.2009
http://pitchfork.com/news/35635-antony-covers-beyonce-on-new-single/,Antony Covers Beyoncé on New Single,Tom Breihan,16.06.2009
http://pitchfork.com/news/35636-supergrass-dudes-start-cover-band-with-radiohead-producer-nigel-godrich/,Supergrass Dudes Start Cover Band With Radiohead Producer Nigel Godrich,Ryan Dombal,18.06.2009
http://pitchfork.com/news/35637-mos-defs-new-album-available-as-t-shirt/,Mos Def's New Album Available as T-Shirt,Tom Breihan,16.06.2009
http://pitchfork.com/news/35638-premiere-grizzly-bears-daniel-rossen-covers-judee-sill-mp3stream/,Premiere: Grizzly Bear's Daniel Rossen Covers Judee Sill [MP3/Stream],Mark Richardson,16.06.2009
http://pitchfork.com/news/35639-news-in-brief-prince-bob-bogle-eric-copeland-whitney-museum/,"News in Brief: Prince, Bob Bogle, Eric Copeland, Whitney Museum",Tom Breihan,16.06.2009
http://pitchfork.com/news/35640-the-pains-of-being-pure-at-heart-announce-tour-with-cymbals-eat-guitars/,The Pains of Being Pure at Heart Announce Tour With Cymbals Eat Guitars,Ryan Dombal,16.06.2009
http://pitchfork.com/news/35641-quasi-sign-to-kill-rock-stars/,Quasi Sign to Kill Rock Stars,Ryan Dombal,17.06.2009
http://pitchfork.com/news/35642-os-mutantes-sign-to-anti-ready-new-album/,Os Mutantes Sign to Anti-,Tom Breihan,16.06.2009
http://pitchfork.com/news/35643-modest-mouse-announce-tour/,Modest Mouse Announce Tour,Tom Breihan,17.06.2009
http://pitchfork.com/news/35644-new-release-richard-hawley-trueloves-gutter/,New Release: Richard Hawley: Truelove's Gutter,Ryan Dombal,15.07.2009
http://pitchfork.com/news/35645-the-dodos-ready-new-album-itime-to-diei/,The Dodos Ready New Album Time to Die,Tom Breihan,17.06.2009
http://pitchfork.com/news/35646-white-stripes-doc-gets-title-screening/,"White Stripes Doc Gets Title, Screening",Ryan Dombal,17.06.2009
http://pitchfork.com/news/35647-boredoms-to-play-on-boat-during-eclipse/,Boredoms to Play on Boat During Eclipse,Tom Breihan,17.06.2009
http://pitchfork.com/news/35648-battles-tyondai-braxton-preps-solo-lp/,Battles' Tyondai Braxton Preps Solo LP,Ryan Dombal,17.06.2009
http://pitchfork.com/news/35649-new-release-j-tillman-iyear-in-the-kingdomi/,New Release: J. Tillman: Year in the Kingdom,Tom Breihan,13.07.2009
http://pitchfork.com/news/35650-pinback-announce-tour/,Pinback Announce Tour,Tom Breihan,18.06.2009
http://pitchfork.com/news/35651-echo-chamber-blurs-alex-james/,Echo Chamber: Blur's Alex James,Ryan Dombal,17.06.2009
http://pitchfork.com/news/35652-new-release-woolfy-iif-you-know-whats-good-for-yai/,New Release: Woolfy: If You Know What's Good for Ya!!,Tom Breihan,17.06.2009
http://pitchfork.com/news/35653-news-in-brief-polyvinyl-willie-nelson-lullabye-arkestra-dockville/,"News in Brief: Polyvinyl, Willie Nelson, Lullabye Arkestra, Dockville",Ryan Dombal,17.06.2009
http://pitchfork.com/news/35654-lollapalooza-reveals-festival-schedule/,Lollapalooza Reveals Festival Schedule,Tom Breihan,17.06.2009
http://pitchfork.com/news/35655-david-lynch-writes-a-rock-album/,David Lynch Writes a Rock Album,Ryan Dombal,17.06.2009
http://pitchfork.com/news/35656-news-in-brief-bloc-party-harlem-shannon-stephens-green-man-festival/,"News in Brief: Bloc Party, Harlem, Shannon Stephens, Green Man Festival",Tom Breihan,18.06.2009
http://pitchfork.com/news/35657-beck-enlists-devendra-mgmt-lidell-to-cover-albums-for-his-website/,"Beck Enlists Devendra, MGMT, Lidell to Cover Albums for His Website",Tom Breihan,17.06.2009
http://pitchfork.com/news/35658-air-announce-new-album-ilove-2i/,Air Announce New Album: Love 2,Tom Breihan,18.06.2009
http://pitchfork.com/news/35659-news-in-brief-clark-sabine-zero-7-wheedles-groove-beachdown-festival/,"News in Brief: Clark Sabine, Zero 7, Wheedle's Groove, Beachdown Festival",Tom Breihan,18.06.2009
http://pitchfork.com/news/35660-broken-social-scene-play-surprise-show-with-feist/,Broken Social Scene Play Surprise Show (With Feist!),Ryan Dombal,18.06.2009
http://pitchfork.com/news/35661-dead-body-found-at-bonnaroo/,Dead Body Found at Bonnaroo,Tom Breihan,18.06.2009
http://pitchfork.com/news/35662-woods-tour-with-dungen/,Woods Tour With Dungen,Tom Breihan,18.06.2009
http://pitchfork.com/news/35663-hear-the-very-best-song-with-ezra-koenig/,Hear the Very Best Song With Ezra Koenig,Tom Breihan,18.06.2009
http://pitchfork.com/news/35664-new-blur-music-possible/,New Blur Music Possible,Ryan Dombal,18.06.2009
http://pitchfork.com/news/35665-premiere-polvo-beggars-bowl/,"Premiere: Polvo: ""Beggar's Bowl""",Tom Breihan,18.06.2009
http://pitchfork.com/news/35666-new-release-squarepusher-isolo-electric-bass-1i/,New Release: Squarepusher: Solo Electric Bass 1,Tom Breihan,19.06.2009
http://pitchfork.com/news/35667-beck-debuts-record-club-with-the-velvet-undergrounds-sunday-morning/,"Beck Debuts Record Club With the Velvet Underground's ""Sunday Morning""",Tom Breihan,18.06.2009
http://pitchfork.com/news/35668-flaming-lips-and-bat-for-lashes-to-open-coldplay-tour/,Flaming Lips and Bat for Lashes to Open for Coldplay,Tom Breihan,19.06.2009
http://pitchfork.com/news/35669-riaa-wins-192-m-in-file-sharing-suit/,RIAA Wins $1.92 M in File-Sharing Suit,Tom Breihan,19.06.2009
http://pitchfork.com/news/35670-stream-modest-mouse-whale-song/,"Stream: Modest Mouse: ""Whale Song""",Tyler Grisham,19.06.2009
http://pitchfork.com/news/35671-p4k-music-festival-set-times-revealed/,P4K Music Festival Set Times Revealed,Pitchfork Staff,19.06.2009
http://pitchfork.com/news/35672-clientele-announce-new-album-details/,Clientele Announce New Album Details,Tom Breihan,19.06.2009
http://pitchfork.com/news/35673-video-sigur-ros-live-on-the-interface/,Video: Sigur Rós Live on the Interface,Tyler Grisham,19.06.2009
http://pitchfork.com/news/35674-news-in-brief-georgia-theatre-shunda-k-throw-me-the-statue-street-scene/,"News in Brief: Georgia Theatre, Shunda K, Throw Me the Statue, Street Scene",Tom Breihan,19.06.2009
http://pitchfork.com/news/35675-premiere-cymbals-eat-guitars-tunguska-stream/,"Premiere: Cymbals Eat Guitars: ""Tunguska"" [Stream]",Tyler Grisham,19.06.2009
http://pitchfork.com/news/35676-hear-the-new-bloc-party-single-here/,Hear the New Bloc Party Single Here,Tyler Grisham,19.06.2009
http://pitchfork.com/news/35677-islands-announce-third-album/,Islands Announce Third Album,Tom Breihan,19.06.2009
http://pitchfork.com/news/35678-black-lips-king-khan-mark-sultan-almighty-defenders/,Black Lips + King Khan + Mark Sultan = Almighty Defenders,Amy Phillips,19.06.2009
http://pitchfork.com/news/35679-radioheads-ikid-ai-iamnesiaci-ihail-to-the-thiefi-get-deluxe-reissue-treatment/,"Radiohead's Kid A, Amnesiac, Hail to the Thief Get Deluxe Reissue Treatment",Tom Breihan,19.06.2009
http://pitchfork.com/news/35680-trent-reznor-logs-back-on/,Trent Reznor Logs Back On,Tom Breihan,19.06.2009
http://pitchfork.com/news/35681-atp-announces-10th-anniversary-festival/,ATP Announces 10th Anniversary Festival,Tom Breihan,22.06.2009
http://pitchfork.com/news/35682-flaming-lips-set-lp-title-digital-ep/,"Flaming Lips Set LP Title, Digital EP",Amy Phillips,22.06.2009
http://pitchfork.com/news/35683-triumph-takes-on-bonnaroo/,Triumph Takes on Bonnaroo,Tom Breihan,22.06.2009
http://pitchfork.com/news/35684-tvotrs-kyp-malone-signs-to-anti-for-solo-project-rain-machine/,"TVOTR's Kyp Malone Signs to Anti- for Solo Project, Rain Machine",Tom Breihan,22.06.2009
http://pitchfork.com/news/35685-wu-tang-clan-brings-us-ichamber-musici/,Wu-Tang Clan Brings Us Chamber Music,Tom Breihan,22.06.2009
http://pitchfork.com/news/35686-radioheadwilcomarrfinn-supergroup-benefit-album-details-revealed/,Radiohead/Wilco/Marr/Finn Supergroup Benefit Album Details Revealed,Tom Breihan,22.06.2009
http://pitchfork.com/news/35687-video-clipse-featuring-kanye-west-kinda-like-a-big-deal/,"Video: Clipse [featuring Kanye West]: ""Kinda Like a Big Deal""",Tom Breihan,22.06.2009
http://pitchfork.com/news/35688-a-sunny-day-in-glasgow-announce-second-album/,A Sunny Day in Glasgow Announce Second Album,Tom Breihan,22.06.2009
http://pitchfork.com/news/35690-watch-a-dead-weather-show-right-now-live-on-from-the-basement/,"Watch Jack White's New Band Right Now! Live on ""From the Basement""!",Tom Breihan,22.06.2009
http://pitchfork.com/news/35691-echo-chamber-death-cabs-chris-walla/,Echo Chamber: Death Cab's Chris Walla,Amy Phillips,22.06.2009
http://pitchfork.com/news/35692-crystal-castles-tangle-with-security-at-sonar-festival-in-barcelona/,Crystal Castles Tangle With Security at Sonar Festival in Barcelona,Tom Breihan,22.06.2009
http://pitchfork.com/news/35693-rhino-releases-la-nuggets-box-set/,Rhino Releases L.A. Nuggets Box Set,Tom Breihan,22.06.2009
http://pitchfork.com/news/35694-oxford-collapse-break-up/,Oxford Collapse Break Up,Amy Phillips,23.06.2009
http://pitchfork.com/news/35695-tv-eye-june-22-28/,T.V. Eye: June 22-28,Tom Breihan,22.06.2009
http://pitchfork.com/news/35696-beastie-boys-reveal-ihot-saucei-details/,Beastie Boys Reveal Hot Sauce Details,Tom Breihan,23.06.2009
http://pitchfork.com/news/35697-arctic-monkeys-unleash-album-art-dates/,"Arctic Monkeys Unleash Album Art, Dates",Tom Breihan,23.06.2009
http://pitchfork.com/news/35698-senior-citizens-interview-fiery-furnaces-bash-wilco-dirty-projectors/,"Senior Citizens Interview Fiery Furnaces, Bash Wilco, Dirty Projectors",Tom Breihan,23.06.2009
http://pitchfork.com/news/35699-echo-chamber-dirty-projectors-dave-longstreth/,Echo Chamber: Dirty Projectors' Dave Longstreth,Tom Breihan,23.06.2009
http://pitchfork.com/news/35700-listen-to-primavera-sets-on-wfmu/,Listen to Primavera Sets on WFMU,Amy Phillips,23.06.2009
http://pitchfork.com/news/35701-sunny-day-real-estate-reunite/,Sunny Day Real Estate Reunite!,Tom Breihan,23.06.2009
http://pitchfork.com/news/35702-beck-covers-sonic-youths-ievoli-on-cassette-for-sonic-youth-box-set/,Beck Covers Sonic Youth's EVOL on Cassette for Sonic Youth Box Set,Tom Breihan,25.06.2009
http://pitchfork.com/news/35703-jay-bennetts-death-overdose/,Jay Bennett's Death: Overdose,Amy Phillips,23.06.2009
http://pitchfork.com/news/35704-echo-chamber-lee-ranaldo/,Echo Chamber: Lee Ranaldo,Tom Breihan,24.06.2009
http://pitchfork.com/news/35705-rhino-releases-factory-digital-box/,Rhino Releases Factory Digital Box,Amy Phillips,23.06.2009
http://pitchfork.com/news/35706-nick-cave-and-warren-ellis-score-sex-trade-documentary/,Nick Cave and Warren Ellis Score Sex Trade Documentary Film,Tom Breihan,23.06.2009
http://pitchfork.com/news/35707-news-in-brief-common-reverie-sound-revue-the-octopus-project-cornbury-festival/,"News in Brief: Common, Reverie Sound Revue, the Octopus Project, Cornbury Festival",Tom Breihan,23.06.2009
http://pitchfork.com/news/35708-dinosaur-jr-announce-fall-tour/,Dinosaur Jr. Announce Fall Tour,Tom Breihan,24.06.2009
http://pitchfork.com/news/35709-rip-the-orbs-andy-hughes/,R.I.P. the Orb's Andy Hughes,Tom Breihan,24.06.2009
http://pitchfork.com/news/35710-dirty-projectors-in-car-accident/,Dirty Projectors in Auto Accident,Amy Phillips,23.06.2009
http://pitchfork.com/news/35711-virgin-mobile-fest-returns-for-free/,Virgin Mobile Fest Returns-- for Free,Tom Breihan,24.06.2009
http://pitchfork.com/news/35712-justin-vernon-bon-iver-side-project-volcano-choir-album-announced/,Justin Vernon (Bon Iver) Side Project Volcano Choir Album Announced,Ryan Dombal,24.06.2009
http://pitchfork.com/news/35713-pavements-spiral-stairs-set-to-release-first-solo-album-on-matador/,Pavement's Spiral Stairs Set to Release First Solo Album on Matador,Tom Breihan,24.06.2009
http://pitchfork.com/news/35714-german-court-fines-rapidshare-millions/,German Court Fines Rapidshare Millions,Tom Breihan,24.06.2009
http://pitchfork.com/news/35715-chris-knox-leaves-hospital-after-stroke/,Chris Knox Leaves Hospital After Stroke,Tom Breihan,24.06.2009
http://pitchfork.com/news/35716-my-morning-jackets-jim-james-to-release-george-harrison-tribute-ep/,My Morning Jacket's Jim James to Release George Harrison Tribute EP,Tom Breihan,24.06.2009
http://pitchfork.com/news/35717-the-roots-to-debut-new-single-on-late-night-with-jimmy-fallon-tonight/,"The Roots to Debut New Single on ""Late Night With Jimmy Fallon"" Tonight",Tom Breihan,24.06.2009
http://pitchfork.com/news/35718-battles-john-stanier-talks-new-album/,Battles' John Stanier Talks New Album,Ryan Dombal,25.06.2009
http://pitchfork.com/news/35719-pitchfork-on-abc-igod-help-the-girli/,Pitchfork on ABC: God Help the Girl,Ryan Dombal,24.06.2009
http://pitchfork.com/news/35720-pitchfork-on-abc-kasabians-iwest-ryder-pauper-lunatic-asylumi/,Pitchfork on ABC: Kasabian's West Ryder Pauper Lunatic Asylum,Ryan Dombal,24.06.2009
http://pitchfork.com/news/35721-new-release-la-roux-ila-rouxi/,New Release: La Roux: La Roux,Tom Breihan,24.06.2009
http://pitchfork.com/news/35722-buy-billy-corgan-lunch/,Buy Billy Corgan Lunch!,Tom Breihan,24.06.2009
http://pitchfork.com/news/35723-is-this-the-flaming-lips-album-cover/,Is This the Flaming Lips Album Cover?,Amy Phillips,24.06.2009
http://pitchfork.com/news/35724-devendra-finishes-new-lp-leaves-label/,"Devendra Finishes New LP, Leaves Label",Ryan Dombal,24.06.2009
